Date	High	Low	Open	Close	Volume	Adj Close
2008-01-02	146.99000549316406	143.8800048828125	146.52999877929688	144.92999267578125	204935600.0	114.88856506347656
2008-01-03	145.49000549316406	144.07000732421875	144.91000366210938	144.86000061035156	125133300.0	114.83308410644531
2008-01-04	143.44000244140625	140.91000366210938	143.33999633789062	141.30999755859375	232330900.0	112.01893615722656
2008-01-07	142.22999572753906	140.10000610351562	141.80999755859375	141.19000244140625	234991000.0	111.92381286621094
2008-01-08	142.89999389648438	138.44000244140625	142.0800018310547	138.91000366210938	326365700.0	110.11640930175781
2008-01-09	140.7899932861328	137.6999969482422	139.08999633789062	140.3699951171875	301824900.0	111.27373504638672
2008-01-10	142.8000030517578	139.3699951171875	139.67999267578125	141.2899932861328	335701200.0	112.00306701660156
2008-01-11	141.89999389648438	139.0	140.77999877929688	140.14999389648438	267076600.0	111.09938049316406
2008-01-14	141.86000061035156	140.39999389648438	141.16000366210938	141.27999877929688	170365500.0	111.9951171875
2008-01-15	141.49000549316406	137.89999389648438	139.7899932861328	138.1699981689453	239940100.0	109.52980041503906
2008-01-16	139.1199951171875	136.27999877929688	137.36000061035156	136.97999572753906	378802600.0	108.5864486694336
2008-01-17	137.8800048828125	132.92999267578125	137.80999755859375	133.42999267578125	397892600.0	105.77227020263672
2008-01-18	135.02000427246094	131.10000610351562	134.74000549316406	132.05999755859375	348561500.0	104.686279296875
2008-01-22	132.42999267578125	126.0	127.20999908447266	130.72000122070312	435923700.0	103.62403869628906
2008-01-23	134.19000244140625	126.83999633789062	127.08999633789062	133.86000061035156	511913000.0	106.1131820678711
2008-01-24	135.4600067138672	133.30999755859375	134.47999572753906	134.99000549316406	259949300.0	107.00894927978516
2008-01-25	136.75999450683594	132.60000610351562	136.50999450683594	133.0399932861328	269603900.0	105.46314239501953
2008-01-28	135.52000427246094	132.05999755859375	133.25999450683594	135.24000549316406	217934600.0	107.20716094970703
2008-01-29	136.4499969482422	134.8800048828125	136.10000610351562	135.91000366210938	168968300.0	107.73828125
2008-01-30	138.5399932861328	134.60000610351562	135.5800018310547	134.91000366210938	334939200.0	106.94554901123047
2008-01-31	138.5399932861328	133.1999969482422	133.39999389648438	137.3699951171875	343680800.0	108.89561462402344
2008-02-01	139.61000061035156	137.52000427246094	137.94000244140625	139.5800018310547	206843600.0	110.64752960205078
2008-02-04	139.3000030517578	137.63999938964844	139.2100067138672	137.82000732421875	124694300.0	109.25237274169922
2008-02-05	136.25	133.6699981689453	135.94000244140625	134.1300048828125	286882500.0	106.32722473144531
2008-02-06	135.25	132.41000366210938	134.5800018310547	133.0500030517578	250792900.0	105.47109985351562
2008-02-07	134.7899932861328	131.72999572753906	131.8000030517578	133.92999267578125	297368100.0	106.1686782836914
2008-02-08	134.22000122070312	132.10000610351562	133.08999633789062	133.07000732421875	221643500.0	105.48692321777344
2008-02-11	134.22999572753906	132.0399932861328	133.10000610351562	133.75	188576300.0	106.02595520019531
2008-02-12	136.30999755859375	133.97999572753906	134.91000366210938	134.99000549316406	256654400.0	107.00894927978516
2008-02-13	137.05999755859375	135.13999938964844	136.00999450683594	136.3699951171875	181967800.0	108.10289764404297
2008-02-14	137.0	134.7899932861328	136.9499969482422	135.1699981689453	215207200.0	107.15165710449219
2008-02-15	135.22000122070312	133.91000366210938	134.5	135.13999938964844	154110300.0	107.12787628173828
2008-02-19	136.88999938964844	134.61000061035156	136.72000122070312	135.52000427246094	145190000.0	107.42909240722656
2008-02-20	136.5500030517578	133.75999450683594	133.99000549316406	135.9199981689453	220085700.0	107.74617767333984
2008-02-21	137.00999450683594	134.07000732421875	136.66000366210938	134.7899932861328	201051200.0	106.85037994384766
2008-02-22	135.85000610351562	132.86000061035156	134.97000122070312	135.6199951171875	205491000.0	107.50837707519531
2008-02-25	137.64999389648438	134.77999877929688	135.5399932861328	137.3300018310547	190107000.0	108.8639144897461
2008-02-26	138.9499969482422	136.5	136.75	138.36000061035156	212420700.0	109.6803970336914
2008-02-27	139.13999938964844	137.41000366210938	137.55999755859375	138.22000122070312	168395800.0	109.56944274902344
2008-02-28	137.9600067138672	136.5500030517578	137.24000549316406	136.8699951171875	170831100.0	108.49925231933594
2008-02-29	135.67999267578125	132.77999877929688	135.60000610351562	133.82000732421875	252715200.0	106.08149719238281
2008-03-03	133.80999755859375	132.24000549316406	133.13999938964844	133.5	189483500.0	105.82782745361328
2008-03-04	133.39999389648438	130.99000549316406	132.22999572753906	132.99000549316406	282513100.0	105.42353820800781
2008-03-05	134.77000427246094	132.33999633789062	133.4199981689453	133.8300018310547	270681400.0	106.08943939208984
2008-03-06	133.22000122070312	130.5500030517578	132.97999572753906	131.05999755859375	247911700.0	103.8935775756836
2008-03-07	131.74000549316406	128.5800018310547	129.77000427246094	129.7100067138672	326434600.0	102.82339477539062
2008-03-10	129.92999267578125	127.58999633789062	129.83999633789062	128.0	235683600.0	101.46784210205078
2008-03-11	132.72000122070312	128.9499969482422	130.72000122070312	132.60000610351562	341440600.0	105.1143798828125
2008-03-12	133.77000427246094	131.16000366210938	132.74000549316406	131.36000061035156	229161100.0	104.13140106201172
2008-03-13	132.63999938964844	128.60000610351562	129.61000061035156	131.64999389648438	351504200.0	104.36128997802734
2008-03-14	132.80999755859375	127.77999877929688	132.77000427246094	129.61000061035156	484687800.0	102.74413299560547
2008-03-17	129.25999450683594	126.06999969482422	126.56999969482422	128.3000030517578	405311100.0	101.7056884765625
2008-03-18	133.69000244140625	129.97999572753906	130.6199951171875	133.6300048828125	334416600.0	105.93086242675781
2008-03-19	134.64999389648438	130.0399932861328	134.13999938964844	130.32000732421875	345971600.0	103.30696105957031
2008-03-20	132.91000366210938	129.25999450683594	130.0500030517578	132.0800018310547	245320700.0	105.22048950195312
2008-03-24	135.80999755859375	133.24000549316406	133.30999755859375	134.72000122070312	208977300.0	107.32361602783203
2008-03-25	135.5500030517578	133.77000427246094	134.86000061035156	134.85000610351562	192947200.0	107.42720794677734
2008-03-26	135.08999633789062	133.11000061035156	134.4600067138672	133.1999969482422	196934300.0	106.11270141601562
2008-03-27	134.44000244140625	132.36000061035156	134.1999969482422	132.77999877929688	225153200.0	105.77814483642578
2008-03-28	133.36000061035156	131.05999755859375	132.99000549316406	131.50999450683594	180896100.0	104.76642608642578
2008-03-31	132.72999572753906	131.08999633789062	131.2899932861328	131.97000122070312	166692100.0	105.13288116455078
2008-04-01	136.83999633789062	133.50999450683594	133.61000061035156	136.61000061035156	254547300.0	108.82929229736328
2008-04-02	137.6699981689453	135.97999572753906	137.0500030517578	136.6999969482422	210910800.0	108.9009780883789
2008-04-03	137.44000244140625	135.7100067138672	135.9600067138672	137.0399932861328	175884800.0	109.17183685302734
2008-04-04	137.9600067138672	136.1199951171875	137.1199951171875	136.88999938964844	204446800.0	109.0523452758789
2008-04-07	138.57000732421875	136.74000549316406	137.8699951171875	136.9600067138672	154245500.0	109.10812377929688
2008-04-08	136.9199981689453	135.9499969482422	136.19000244140625	136.82000732421875	148937300.0	108.99657440185547
2008-04-09	136.8000030517578	134.88999938964844	136.61000061035156	135.8300018310547	195610600.0	108.2079086303711
2008-04-10	136.6699981689453	134.89999389648438	135.4199981689453	136.02000427246094	192967800.0	108.3592758178711
2008-04-11	135.1199951171875	133.00999450683594	134.49000549316406	133.3800048828125	222973300.0	106.25614166259766
2008-04-14	133.5399932861328	132.5500030517578	133.19000244140625	132.92999267578125	160522000.0	105.89763641357422
2008-04-15	133.69000244140625	132.3300018310547	133.5800018310547	133.24000549316406	172389200.0	106.14460754394531
2008-04-16	136.91000366210938	134.52000427246094	134.5399932861328	136.85000610351562	189268900.0	109.02045440673828
2008-04-17	137.25	135.66000366210938	136.02000427246094	137.0500030517578	179665700.0	109.17982482910156
2008-04-18	139.55999755859375	138.25999450683594	138.94000244140625	138.47999572753906	218530600.0	110.31902313232422
2008-04-21	138.97999572753906	137.85000610351562	138.22999572753906	138.5500030517578	118587400.0	110.37474822998047
2008-04-22	138.30999755859375	136.89999389648438	138.19000244140625	137.94000244140625	162166000.0	109.88883209228516
2008-04-23	138.77999877929688	137.1199951171875	138.08999633789062	137.72000122070312	193309000.0	109.71353149414062
2008-04-24	139.74000549316406	137.0399932861328	138.0800018310547	138.32000732421875	229381300.0	110.19154357910156
2008-04-25	139.88999938964844	137.91000366210938	139.39999389648438	139.60000610351562	190788100.0	111.21124267578125
2008-04-28	140.25	139.3800048828125	139.8800048828125	139.6300048828125	105610200.0	111.23514556884766
2008-04-29	139.72999572753906	138.61000061035156	139.38999938964844	139.0800018310547	125514100.0	110.79701232910156
2008-04-30	140.58999633789062	138.25999450683594	139.2899932861328	138.25999450683594	208395900.0	110.14374542236328
2008-05-01	141.1199951171875	138.27000427246094	138.3800048828125	141.1199951171875	187279500.0	112.42213439941406
2008-05-02	142.3699951171875	140.55999755859375	142.33999633789062	141.50999450683594	181585500.0	112.73279571533203
2008-05-05	141.61000061035156	140.41000366210938	141.0500030517578	140.8300018310547	118504500.0	112.19114685058594
2008-05-06	142.1999969482422	139.69000244140625	140.02000427246094	142.0500030517578	179339800.0	113.16299438476562
2008-05-07	142.0399932861328	139.1300048828125	141.88999938964844	139.52000427246094	199267300.0	111.14752197265625
2008-05-08	140.32000732421875	138.97999572753906	139.74000549316406	139.16000366210938	178321200.0	110.86070251464844
2008-05-09	139.38999938964844	138.4499969482422	138.60000610351562	138.89999389648438	152588200.0	110.65361785888672
2008-05-12	140.55999755859375	138.72999572753906	139.25	140.4600067138672	147865900.0	111.89635467529297
2008-05-13	140.88999938964844	139.72999572753906	140.8000030517578	140.47999572753906	159132200.0	111.91228485107422
2008-05-14	142.1999969482422	140.4600067138672	141.07000732421875	140.77000427246094	181910800.0	112.14332580566406
2008-05-15	142.6300048828125	140.8300018310547	141.0399932861328	142.52999877929688	166927000.0	113.54541778564453
2008-05-16	142.8699951171875	141.61000061035156	142.86000061035156	142.66000366210938	204236800.0	113.64895629882812
2008-05-19	144.3000030517578	142.3000030517578	142.80999755859375	143.0500030517578	165664400.0	113.9596939086914
2008-05-20	142.33999633789062	141.0	142.27000427246094	141.88999938964844	178552100.0	113.03550720214844
2008-05-21	142.1199951171875	139.0	141.80999755859375	139.49000549316406	252724800.0	111.12358856201172
2008-05-22	140.1699981689453	139.0	139.42999267578125	139.50999450683594	170820400.0	111.1395492553711
2008-05-23	139.66000366210938	137.52000427246094	139.0500030517578	137.63999938964844	181376400.0	109.64981079101562
2008-05-27	139.0	137.52999877929688	137.8000030517578	138.66000366210938	168322900.0	110.46235656738281
2008-05-28	140.0	138.0	139.1699981689453	139.3000030517578	181288100.0	110.97223663330078
2008-05-29	140.92999267578125	139.0800018310547	139.1300048828125	140.0	173927200.0	111.5298843383789
2008-05-30	140.74000549316406	139.94000244140625	140.47000122070312	140.35000610351562	117362000.0	111.80870819091797
2008-06-02	139.86000061035156	138.0	139.8300018310547	138.89999389648438	181069900.0	110.65361785888672
2008-06-03	139.6199951171875	137.22999572753906	139.3000030517578	138.08999633789062	271965700.0	110.00830841064453
2008-06-04	139.16000366210938	137.4600067138672	137.6999969482422	138.02000427246094	246637700.0	109.95256805419922
2008-06-05	140.88999938964844	138.32000732421875	138.5800018310547	140.77999877929688	237867100.0	112.15126037597656
2008-06-06	139.8000030517578	136.22000122070312	139.5500030517578	136.2899932861328	384276300.0	108.57434844970703
2008-06-09	137.5	135.41000366210938	136.86000061035156	136.6199951171875	228263900.0	108.83724975585938
2008-06-10	137.10000610351562	135.35000610351562	135.6699981689453	135.94000244140625	260234900.0	108.29553985595703
2008-06-11	136.25999450683594	133.92999267578125	135.97000122070312	133.94000244140625	283890100.0	106.70223236083984
2008-06-12	135.8699951171875	133.52000427246094	134.60000610351562	134.4499969482422	252791800.0	107.1085205078125
2008-06-13	136.52000427246094	134.4199981689453	135.1699981689453	136.14999389648438	244726900.0	108.46280670166016
2008-06-16	136.92999267578125	135.4600067138672	135.5500030517578	136.22999572753906	185832500.0	108.52657318115234
2008-06-17	137.1199951171875	135.3699951171875	137.07000732421875	135.57000732421875	191707700.0	108.00079345703125
2008-06-18	135.52000427246094	133.7100067138672	134.69000244140625	134.25	265893000.0	106.94922637939453
2008-06-19	135.24000549316406	133.5	134.14999389648438	134.4199981689453	304204900.0	107.08465576171875
2008-06-20	133.08999633789062	131.22000122070312	132.83999633789062	131.5800018310547	289275700.0	105.34648132324219
2008-06-23	132.22999572753906	131.32000732421875	132.08999633789062	131.4499969482422	165096400.0	105.2424087524414
2008-06-24	132.44000244140625	130.19000244140625	131.0500030517578	131.19000244140625	267300600.0	105.03424072265625
2008-06-25	133.39999389648438	131.24000549316406	131.72000122070312	131.80999755859375	287853900.0	105.53060913085938
2008-06-26	131.4199981689453	128.0800018310547	130.57000732421875	128.22999572753906	297775000.0	102.66439056396484
2008-06-27	128.86000061035156	127.04000091552734	128.27999877929688	127.52999877929688	303423400.0	102.10392761230469
2008-06-30	128.91000366210938	127.30000305175781	127.88999938964844	127.9800033569336	258842600.0	102.46420288085938
2008-07-01	128.47000122070312	125.93000030517578	126.5199966430664	128.3800048828125	388622000.0	102.78446960449219
2008-07-02	129.16000366210938	125.94999694824219	128.7899932861328	126.18000030517578	288064600.0	101.02308654785156
2008-07-03	127.11000061035156	124.98999786376953	127.11000061035156	126.30999755859375	239352500.0	101.12718200683594
2008-07-07	127.33999633789062	123.91999816894531	126.79000091552734	125.0199966430664	372427300.0	100.09434509277344
2008-07-08	127.38999938964844	124.19999694824219	124.98999786376953	127.23999786376953	375973700.0	101.87177276611328
2008-07-09	127.73999786376953	124.38999938964844	127.5	124.79000091552734	336729400.0	99.91023254394531
2008-07-10	125.79000091552734	123.58000183105469	124.43000030517578	125.30000305175781	436475700.0	100.31854248046875
2008-07-11	125.9000015258789	122.48999786376953	123.97000122070312	123.83999633789062	481124600.0	99.14962005615234
2008-07-14	125.5	122.4000015258789	125.26000213623047	122.72000122070312	322720800.0	98.25293731689453
2008-07-15	123.48999786376953	120.0199966430664	121.80000305175781	120.98999786376953	502502500.0	96.86783599853516
2008-07-16	124.56999969482422	121.0999984741211	121.44999694824219	123.95999908447266	371642900.0	99.24568939208984
2008-07-17	126.26000213623047	124.08999633789062	125.13999938964844	125.19999694824219	375490600.0	100.23845672607422
2008-07-18	126.41999816894531	125.1500015258789	126.16999816894531	125.9800033569336	267030100.0	100.86296844482422
